Project, Merge_Scenarios, Conflicting_Scenarios_Non_Java_Only, Conflicting_Scenarios_Java, ModifierList, ModifierListDS, ModifierListCL, ModifierListIFP, DefaultValueAnnotation, DefaultValueAnnotationDS, DefaultValueAnnotationCL, DefaultValueAnnotationIFP, ImplementList, ImplementListDS, ImplementListCL, ImplementListIFP, EditSameMC, EditSameMCDS, EditSameMCCL, EditSameMCIFP, AddSameFd, AddSameFdDS, AddSameFdCL, AddSameFdIFP, EditSameFd, EditSameFdDS, EditSameFdCL, EditSameFdIFP, SameSignatureCM, SameSignatureCMDS, SameSignatureCMCL, SameSignatureCMIFP, ExtendsList, ExtendsListDS, ExtendsListCL, ExtendsListIFP, NOPATTERN, smallMethod, smallMethodDS, renamedMethod, renamedMethodDS, copiedMethod, copiedMethodDS, copiedFile, copiedFileDS, noPattern, noPatternDS, PossibleRenamings
flyway, 162, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3
gephi, 322, 43, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 18, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 15, 0, 0, 0, 7
blueprints, 224, 11, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 49, 26, 18, 4, 4, 0, 0, 0, 0, 0, 0, 13, 6, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 0, 1, 1, 3, 0, 1, 0, 12
closure-compiler, 309, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
druid, 2053, 22, 92, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 342, 49, 71, 18, 6, 0, 0, 0, 15, 2, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 4, 0, 23, 0, 1, 0, 186
dynjs, 196, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 4
HoloEverywhere, 79, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
ShowcaseView, 96, 2, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
mockito, 129, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
rootbeer1, 106, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 3
picasso, 346, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
OpenRefine, 119, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 15, 3, 3, 3, 0, 0, 2, 0, 0, 0, 124, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 37, 0, 0, 9
SimianArmy, 209, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 9, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 11
junit, 385, 5, 37, 13, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 54, 13, 18, 3, 2, 0, 0, 0, 23, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 3, 0, 1, 0, 17
worldedit, 80, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15
netty, 129, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 11, 20, 7, 0, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 128
jphp, 94, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
sms-backup-plus, 67, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
yuicompressor, 83, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
jsoup, 69, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
ListViewAnimations, 117, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 20, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mongo-java-driver, 186, 2, 21, 70, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1054, 110, 22, 4, 0, 0, 0, 0, 71, 1, 0, 0, 3, 1, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1004
roboguice, 80, 10, 15, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 7, 8, 1, 0, 0, 0, 0, 33, 1, 0, 0, 14, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 63
mustache.java, 119, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
solo, 171, 10, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 3, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
nokogiri, 389, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Rajawali, 362, 2, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 33, 8, 1, 0, 0, 0, 0, 10, 0, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 93
logback, 219, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
retrofit, 506, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
nutz, 432, 2, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 4, 7, 3, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
rundeck, 599, 35, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
opentripplanner, 403, 3, 46, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 225, 30, 63, 13, 1, 0, 0, 0, 6, 0, 0, 0, 55, 3, 0, 0, 0, 0, 0, 0, 0, 10, 2, 4, 0, 0, 0, 40, 1, 1, 0, 78
robolectric, 1626, 6, 80, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 501, 200, 77, 37, 8, 0, 0, 0, 28, 4, 0, 0, 179, 23, 0, 0, 3, 0, 0, 0, 0, 93, 17, 0, 0, 5, 1, 69, 5, 12, 0, 274
robospice, 55, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
storm, 791, 106, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 4, 16, 2, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
todo.txt-android, 56, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
webbit, 101, 9, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3
deeplearning4j, 957, 9, 49, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 99, 18, 22, 6, 2, 0, 0, 0, 3, 0, 0, 0, 12, 3, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 5, 1, 4, 0, 1, 0, 43
RxJava, 1409, 12, 23, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 48, 18, 18, 16, 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 22
orientdb, 1394, 13, 105, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 466, 71, 94, 10, 9, 8, 0, 0, 87, 65, 0, 0, 40, 18, 0, 0, 1, 0, 0, 0, 0, 12, 6, 1, 0, 9, 5, 16, 7, 2, 0, 169
spring-boot, 1307, 151, 96, 21, 5, 0, 0, 0, 0, 0, 0, 21, 21, 0, 0, 456, 326, 119, 79, 1, 0, 0, 0, 8, 5, 0, 0, 11, 1, 0, 0, 7, 7, 0, 0, 0, 3, 1, 0, 0, 5, 0, 1, 0, 2, 0, 249
spring-integration-samples, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gocd, 1042, 18, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 5, 6, 1, 0, 0, 0, 0, 6, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 50
elasticsearch, 2435, 22, 142, 3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 766, 51, 73, 30, 1, 0, 0, 0, 18, 0, 0, 0, 12, 1, 0, 0, 22, 0, 0, 0, 0, 5, 1, 2, 0, 1, 0, 0, 0, 4, 0, 637
commafeed, 245, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
ActionBarSherlock, 124, 2, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
ambrose, 135, 6, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
Android-Universal-Image-Loader, 90, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
commons, 208, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Hystrix, 497, 7, 2, 1, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20, 20, 0, 0, 9
jedis, 341, 1, 46, 37, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 0, 0, 394, 138, 199, 67, 0, 0, 0, 0, 4, 3, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 2, 0, 3, 0, 0, 0, 1, 0, 130
elephant-bird, 367, 6, 21, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 9, 5, 1, 0, 0, 0, 0, 12, 0, 0, 0, 2, 1, 0, 0, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 73
jeromq, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cucumber-jvm, 557, 47, 43, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 12, 15, 6, 1, 0, 0, 0, 6, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 1, 0, 5, 0, 0, 0, 30
jmxtrans, 266, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 11, 0, 0, 0, 0
antlr4, 692, 45, 28, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 13, 22, 0, 1, 0, 0, 0, 5, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 1, 0, 60
Conversations, 447, 18, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16
AntennaPod, 739, 6, 15, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 71, 34, 18, 5, 0, 0, 0, 0, 11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
dagger, 280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
okhttp, 1141, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
cloudify, 211, 0, 13, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 12, 10, 5, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 11
jackson-databind, 469, 53, 40, 32, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 5, 13, 0, 3, 3, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 29
atmosphere, 273, 8, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 13, 12, 3, 7, 0, 0, 0, 2, 0, 0, 0, 27, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 0, 3, 0, 14, 2, 2, 0, 14
metrics, 284, 7, 8, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 7
auto, 151, 3, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 5
HoloEverywhere, 79, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
generator-jhipster, 1641, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
jphp, 94, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
junit, 385, 5, 37, 23, 13, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 54, 13, 18, 3, 2, 0, 0, 0, 23, 1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 3, 0, 1, 0, 17
Essentials, 572, 8, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 4, 1, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1
jsoup, 69, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
ListViewAnimations, 117, 3, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 20, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
dropwizard, 799, 9, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47
javaee7-samples, 202, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
logback, 219, 2, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
Spout, 854, 2, 39, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 18, 24, 4, 0, 0, 0, 0, 3, 0, 0, 0, 35, 32, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 33, 32, 0, 0, 73
fitnesse, 787, 43, 82, 73, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 21, 40, 7, 0, 0, 0, 0, 8, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 1, 0, 0, 0, 115
aws-sdk-java, 131, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
graylog2-server, 1068, 85, 53, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 115, 10, 21, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 65
gephi, 321, 43, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 6, 6, 2, 1, 0, 0, 0, 0, 0, 0, 0, 18, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 15, 0, 0, 0, 5
hbc, 71, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
flyway, 162, 6, 14, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 6, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 3
HikariCP, 188, 10, 16, 15, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 72, 6, 6, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
blueprints, 224, 11, 22, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 49, 26, 18, 4, 4, 0, 0, 0, 0, 0, 0, 13, 6, 0, 0, 0, 0, 0, 0, 0, 8, 5, 0, 0, 1, 1, 3, 0, 1, 0, 12
closure-compiler, 309, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
druid, 2051, 22, 91, 80, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 324, 49, 71, 18, 6, 0, 0, 0, 14, 2, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 6, 0, 4, 0, 23, 0, 1, 0, 168
dynjs, 196, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 4
ShowcaseView, 96, 2, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30
mockito, 129, 0, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
rootbeer1, 106, 12, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 3
webbit, 101, 9, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3
